class_id,subclass_id,class,subclass,level,name,description,grants_spell_id,attack_bonus_ability,attack_bonus_formula,save_dc_ability,save_dc_formula
barbarian,path_of_the_wild_heart,Barbarian,Path of the Wild Heart,14,Power of the Wilds,"Trigger: whenever you activate your Rage, choose one option: (1) Falcon—while raging and wearing no armor, you gain a Fly Speed equal to your Speed; (2) Lion—while raging, enemies within 5 ft of you have Disadvantage on attack rolls against targets other than you (or another Barbarian with Lion active); (3) Ram—while raging, when you hit a Large or smaller creature with a melee attack, you can cause it to be Prone.",,,,,
barbarian,path_of_the_wild_heart,Barbarian,Path of the Wild Heart,3,Animal Speaker,"Passive; you can cast Beast Sense and Speak with Animals, but only as rituals. Wisdom is your spellcasting ability for these spells.",,,,,
barbarian,path_of_the_wild_heart,Barbarian,Path of the Wild Heart,3,Rage of the Wilds,"Trigger: whenever you activate your Rage, choose one option: (1) Bear—while raging, you have Resistance to all damage types except Force, Necrotic, Psychic, and Radiant; (2) Eagle—when you Rage you can Disengage and Dash as part of the same Bonus Action, and while raging you can take a Bonus Action to Disengage and Dash; (3) Wolf—while raging, your allies have Advantage on attack rolls against any enemy of yours within 5 ft of you.",,,,,
barbarian,path_of_the_wild_heart,Barbarian,Path of the Wild Heart,6,Aspect of the Wilds,Passive; choose one option (changeable on a Long Rest): Owl—Darkvision 60 ft (or +60 ft if you already have it); Panther—Climb Speed equal to your Speed; Salmon—Swim Speed equal to your Speed.,,,,,
barbarian,path_of_the_world_tree,Barbarian,Path of the World Tree,10,Battering Boots,"Passive; during your turn, your reach is increased by 10 ft with melee weapons that have the Heavy or Versatile property. When you hit with such a weapon on your turn, you can also apply the Push or Topple mastery property in addition to whatever other mastery property you’re using with that weapon.",,,,,
barbarian,path_of_the_world_tree,Barbarian,Path of the World Tree,14,Travel along the Tree,"Teleportation; when you activate your Rage, and also as a Bonus Action while your Rage is active, you can teleport up to 60 ft to an unoccupied space you can see. Once per Rage, you can extend one such teleport to 150 ft; when you do, you can also bring up to six willing creatures within 10 ft of you, each arriving in an unoccupied space you choose within 10 ft of your destination.",,,,,
barbarian,path_of_the_world_tree,Barbarian,Path of the World Tree,3,Vitality of the Tree,"Trigger: when you activate your Rage, you gain Temporary HP equal to your Barbarian level. Also, at the start of each of your turns while raging, you can choose another creature within 10 ft to gain Temporary HP = roll a number of d6 equal to your Rage Damage bonus; any Temp HP from this feature vanish when your Rage ends.",,,,,
barbarian,path_of_the_world_tree,Barbarian,Path of the World Tree,6,Branches of the Tree,"Reaction; trigger: a creature you can see starts its turn within 30 ft while your Rage is active. The target makes a Strength save (DC = 8 + your Strength modifier + Proficiency Bonus). On a fail: it is teleported to an unoccupied space you can see within 5 ft of you (or the nearest unoccupied space you can see), and after it teleports you can reduce its Speed to 0 until the end of the current turn.",,,,str,8_plus_pb_plus_ability_mod
barbarian,path_of_the_zealot,Barbarian,Path of the Zealot,10,Zealous Presence,Bonus Action; unleash a divine battle cry. Up to 10 other creatures of your choice within 60 ft that can hear you gain Advantage on attack rolls and saving throws until the start of your next turn. Uses: 1 per Long Rest.,,,,,
barbarian,path_of_the_zealot,Barbarian,Path of the Zealot,14,Rage of the Gods,"While your Rage is active, you have a Fly Speed equal to your Speed. In addition, at the start of each of your turns while raging, you can choose one creature you can see within 30 ft; it must succeed on a Constitution saving throw (DC = 8 + your Strength modifier + your Proficiency Bonus) or take Radiant damage equal to 1d6 + half your Barbarian level (rounded down).",,,,str,8_plus_pb_plus_ability_mod
barbarian,path_of_the_zealot,Barbarian,Path of the Zealot,3,Divine Fury,"While your Rage is active, on each of your turns the first creature you hit with a weapon attack or an Unarmed Strike takes extra damage = 1d6 + half your Barbarian level (rounded down). Choose Radiant or Necrotic each time you deal this extra damage.",,,,,
barbarian,path_of_the_zealot,Barbarian,Path of the Zealot,3,Warrior of the Gods,"If a spell’s only effect is to restore you to life (not undeath), the caster doesn’t need material components to cast that spell on you.",,,,,
barbarian,path_of_the_zealot,Barbarian,Path of the Zealot,6,Fanatical Focus,"Once per Rage, if you fail a saving throw while your Rage is active, you can reroll it. You must use the new roll.",,,,,
bard,college_of_dance,Bard,College of Dance,14,Leading Evasion,"When an effect allows you to make a Dexterity saving throw to take only half damage, you instead take no damage on a success and only half damage on a failure. If any creatures within 5 ft of you are making the same Dexterity saving throw, you can share this benefit with them for that save. You can’t use this feature if you have the Incapacitated condition.",,,,,
bard,college_of_dance,Bard,College of Dance,3,Dazzling Footwork,"While you aren’t wearing armor or wielding a Shield: (1) Dance Virtuoso—Advantage on Charisma (Performance) checks that involve dancing; (2) Unarmored Defense—base AC = 10 + your Dexterity modifier + your Charisma modifier; (3) Agile Strikes—when you expend a use of Bardic Inspiration as part of an action, Bonus Action, or Reaction, you can also make 1 Unarmed Strike as part of that same action/Bonus Action/Reaction; (4) Bardic Damage—you can use Dexterity for the attack rolls of your Unarmed Strikes, and when you deal damage with an Unarmed Strike you can deal Bludgeoning damage equal to your Bardic Inspiration die + your Dexterity modifier instead of the strike’s normal damage (this roll does NOT expend the die).",,,,,
bard,college_of_dance,Bard,College of Dance,6,Inspiring Movement,"Reaction; trigger: an enemy you can see ends its turn within 5 ft of you. Cost: expend 1 use of Bardic Inspiration. Effect: you move up to half your Speed, and one ally of your choice within 30 ft also moves up to half their Speed using their Reaction. None of this movement provokes Opportunity Attacks.",,,,,
bard,college_of_dance,Bard,College of Dance,6,Tandem Footwork,"When you roll Initiative, if you don’t have the Incapacitated condition you can expend 1 use of Bardic Inspiration and roll your Bardic Inspiration die. You and each ally within 30 ft who can see or hear you gains a bonus to Initiative equal to the number rolled.",,,,,
bard,college_of_glamour,Bard,College of Glamour,14,Unbreakable Majesty,"Bonus Action; self; 1 minute (ends early if incapacitated). Creatures of your choice that can see you within 60 ft must make a Charisma save vs your spell save DC when they attempt to attack you; on a failure, they cannot target you with attacks that turn (they may choose other targets). On a success, they are immune for 24 hours. While active, you have Advantage on Charisma checks. Uses: 1 per Long Rest.",,,,,
bard,college_of_glamour,Bard,College of Glamour,3,Mantle of Inspiration,Bonus Action; 60 ft; choose a number of creatures you can see up to your Charisma modifier (minimum 1). Cost: expend one Bardic Inspiration die. Each chosen creature gains Temporary HP equal to the die + your Charisma modifier and can immediately use its Reaction to move up to its Speed without provoking Opportunity Attacks.,,,,,
bard,college_of_glamour,Bard,College of Glamour,6,Enthralling Performance,"Setup: perform for at least 1 minute and have creatures watch/listen. After the performance, choose a number of humanoids within 60 ft who watched you (usually up to your Charisma modifier). Each target makes a Wisdom save vs your spell save DC. On a failure: it is Charmed by you for 1 hour; the charm ends early if you or your allies harm it. On a success: it is unaffected (often with temporary immunity to this feature). Uses: 1 per Short or Long Rest.",,,,,
bard,college_of_lore,Bard,College of Lore,14,Peerless Skill,No action; trigger: you make an ability check. Cost: expend one Bardic Inspiration die. Effect: add the die to the check after you roll the d20 but before the DM announces success/failure.,,,,,
bard,college_of_lore,Bard,College of Lore,3,Cutting Words,"Reaction; 60 ft; trigger: a creature you can see makes an attack roll, ability check, or damage roll. Cost: expend one Bardic Inspiration die. Effect: roll the die and subtract it from the triggering roll (apply to the roll you chose). Timing: after the creature rolls but before the outcome is resolved.",,,,,
bard,college_of_lore,Bard,College of Lore,6,Additional Magical Secrets,"Passive; you learn extra spells of your choice from any class list (beyond what Magical Secrets grants). These spells count as Bard spells for you, use Charisma, and are always prepared (or added to your prepared options, depending on your spell-prep rules).",,,,,
bard,college_of_valor,Bard,College of Valor,14,Battle Magic,Trigger: you cast a Bard spell that takes 1 Action to cast. Effect: you can make one weapon attack as a Bonus Action immediately after the spell is cast. Limit: still only one Bonus Action per turn.,,,,,
bard,college_of_valor,Bard,College of Valor,3,Combat Inspiration,Passive upgrade to your Bardic Inspiration. A creature that has your Bardic Inspiration can use it to add to a weapon damage roll (after it hits) or use its Reaction to add the die to AC against one attack (potentially turning a hit into a miss). Timing: declared after the attack roll is made but before damage is rolled.,,,,,
bard,college_of_valor,Bard,College of Valor,6,Extra Attack,"Passive; when you take the Attack action on your turn, you can make two attacks instead of one.",,,,,
bard,core,Bard,Core,1,Bardic Inspiration,"Bonus Action; 60 ft; choose one creature that can see or hear you. That creature gains one Bardic Inspiration die (a creature can have only one at a time). Within the next 1 hour, when it fails a D20 Test (attack roll, ability check, or saving throw), it can roll the die and add it to the d20, potentially turning failure into success; the die is expended when rolled. Uses: a number of times equal to your Charisma modifier (minimum 1) per Long Rest. Die size: d6 at Bard 1–4, d8 at 5–9, d10 at 10–14, d12 at 15–20.",,,,,
bard,core,Bard,Core,1,Ritual Casting,"You can cast a prepared Bard spell as a ritual if it has the ritual tag, increasing its casting time by 10 minutes but expending no spell slot.",,,,,
bard,core,Bard,Core,1,Spellcasting Focus,"You can use a musical instrument as a spellcasting focus for Bard spells, replacing material components without a gold cost and not consumed.",,,,,
bard,core,Bard,Core,1,Spellcasting,"You prepare Bard spells and cast them using spell slots. Spellcasting ability: Charisma (spell save DC and spell attack bonus). Cantrips: you know 2 cantrips at Bard 1; you learn 1 additional Bard cantrip at Bard levels 4 and 10; whenever you gain a Bard level, you may replace one known Bard cantrip with another. Prepared Spells (level 1+): at Bard 1, prepare 4 level-1 Bard spells; whenever your Prepared Spells number increases, add new Bard spells of levels you have spell slots for; whenever you gain a Bard level, you may replace one prepared spell with another Bard spell you have slots for.",,spellcasting,pb_plus_ability_mod,spellcasting,8_plus_pb_plus_ability_mod
bard,core,Bard,Core,10,Magical Secrets,"Passive; whenever you reach a Bard level (starting at 10) and your Prepared Spells number increases, you may choose any of those new prepared spells from the Bard, Cleric, Druid, or Wizard spell lists; any spell chosen this way counts as a Bard spell for you. Also, whenever you replace a prepared spell when you gain a Bard level, you may replace it with a spell from those same four lists (it also counts as a Bard spell for you).",,,,,
bard,core,Bard,Core,12,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
bard,core,Bard,Core,16,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
bard,core,Bard,Core,18,Superior Inspiration,"Passive; when you roll Initiative, regain expended uses of Bardic Inspiration until you have 2 uses, but only if you had fewer than 2 when Initiative was rolled.",,,,,
bard,core,Bard,Core,19,Epic Boon,"Passive; you gain an Epic Boon feat (or another feat you qualify for), representing endgame-level power.",,,,,
bard,core,Bard,Core,2,Expertise,Choose two skill proficiencies; your Proficiency Bonus is doubled for checks using those skills.,,,,,
bard,core,Bard,Core,2,Jack of All Trades,Passive; add half your Proficiency Bonus (rounded down) to any ability check you make that uses a skill proficiency you lack and that doesn’t otherwise include your Proficiency Bonus.,,,,,
bard,core,Bard,Core,20,Words of Creation,"Passive; you always have Power Word Heal and Power Word Kill prepared. When you cast either spell, you can target a second creature with it if the second target is within 10 feet of the first.",,,,,
bard,core,Bard,Core,4,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
bard,core,Bard,Core,5,Font of Inspiration,"Passive upgrade; you regain all expended Bardic Inspiration uses when you finish a Short or Long Rest. Also, you can expend 1 spell slot (no action required) to regain 1 expended use of Bardic Inspiration.",,,,,
bard,core,Bard,Core,7,Countercharm,"Reaction; trigger: you or a creature within 30 ft fails a saving throw against an effect that would apply the Charmed or Frightened condition. Effect: the creature rerolls that saving throw, and the reroll has Advantage.",,,,,
bard,core,Bard,Core,8,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
bard,core,Bard,Core,9,Expertise,Passive; choose two skill proficiencies; your Proficiency Bonus is doubled for checks using those skills.,,,,,
cleric,core,Cleric,Core,1,Divine Order,"Choose one: (1) Protector—gain proficiency with Martial weapons and training with Heavy armor; or (2) Thaumaturge—learn 1 extra Cleric cantrip, and add your Wisdom modifier (minimum +1) to Intelligence (Arcana) and Intelligence (Religion) checks.",,,,,
cleric,core,Cleric,Core,1,Ritual Casting,You can cast any prepared Cleric spell as a ritual if it has the Ritual tag (casting time increases by 10 minutes; no spell slot expended).,,,,,
cleric,core,Cleric,Core,1,Spellcasting Focus,You can use a Holy Symbol as a spellcasting focus for your Cleric spells (replaces material components with no gold cost and not consumed).,,,,,
cleric,core,Cleric,Core,1,Spellcasting,"You prepare Cleric spells and cast them using spell slots. Spellcasting ability: Wisdom (spell save DC and spell attack bonus). Cantrips: you know 3 Cleric cantrips at Cleric 1; whenever you gain a Cleric level, you may replace one known Cleric cantrip with another; you learn additional cantrips at higher Cleric levels per the class table. Prepared Spells (level 1+): at Cleric 1, prepare 4 level-1 Cleric spells; whenever your Prepared Spells number increases, add new Cleric spells of levels you have spell slots for; whenever you gain a Cleric level, you may replace one prepared spell with another Cleric spell you have slots for.",,spellcasting,pb_plus_ability_mod,spellcasting,8_plus_pb_plus_ability_mod
cleric,core,Cleric,Core,10,Divine Intervention,Magic action; choose any Cleric spell of 5th level or lower that doesn’t require a Reaction to cast. You cast it without expending a spell slot and without Material components. Uses: 1 per Long Rest.,,,,,
cleric,core,Cleric,Core,12,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
cleric,core,Cleric,Core,14,Improved Blessed Strikes,"Passive; improves your Blessed Strikes choice: Divine Strike becomes +2d8 extra damage; Potent Spellcasting—when you deal damage with a Cleric cantrip, you can grant Temporary HP equal to 2 × your Wisdom modifier to you or one creature within 60 ft (no action).",,,,,
cleric,core,Cleric,Core,16,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
cleric,core,Cleric,Core,19,Epic Boon,Passive; you gain an Epic Boon feat (or another feat you qualify for).,,,,,
cleric,core,Cleric,Core,2,Channel Divinity,You can use Channel Divinity to fuel divine effects. Uses: 2; regain 1 expended use on a Short Rest and all on a Long Rest (more uses at higher Cleric levels per the class table). Channel Divinity save DC = your Cleric spell save DC.,,,,,
cleric,core,Cleric,Core,2,Divine Spark,"Magic Action; 30 ft; choose one creature you can see. Roll 1d8 + your Wisdom modifier; choose: Heal—the target regains HP equal to the total; or Harm—the target makes a Constitution saving throw against your spell save DC; on a fail it takes Radiant or Necrotic damage (your choice) equal to the total, on a success it takes half damage (rounded down). Scaling: roll 2d8 at Cleric 7, 3d8 at Cleric 13, 4d8 at Cleric 18 (still add Wisdom modifier once).",,,,,
cleric,core,Cleric,Core,2,Turn Undead,"Magic Action; 30 ft emanation from you; each Undead of your choice in the area makes a Wisdom saving throw against your spell save DC. On a failure, it is Frightened and has the Incapacitated condition for 1 minute and must spend its turns trying to move as far from you as it can. Ends early if it takes any damage, if you become Incapacitated, or if you die.",,,,,
cleric,core,Cleric,Core,20,Greater Divine Intervention,"Passive; when you use Divine Intervention, you can choose Wish as the spell. If you do, you can’t use Divine Intervention again until you finish 2d4 Long Rests.",,,,,
cleric,core,Cleric,Core,3,Cleric Subclass,"Passive; you choose a Cleric Domain. You gain that domain’s features at Cleric levels 3, 6, 10, and 17.",,,,,
cleric,core,Cleric,Core,4,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
cleric,core,Cleric,Core,5,Sear Undead,"Passive; when you use Turn Undead, each Undead that fails its save also takes Radiant damage. Damage: roll a number of d8s equal to your Wisdom modifier (minimum 1d8) and total them; each failed-save Undead takes that total. This damage does not end the Turn Undead effect.",,,,,
cleric,core,Cleric,Core,7,Blessed Strikes,"Passive; choose one option (you keep it unless you change it when you gain a Cleric level): (1) Divine Strike—once on each of your turns when you hit with a weapon attack roll, deal +1d8 extra Radiant or Necrotic damage (your choice); or (2) Potent Spellcasting—add your Wisdom modifier to the damage you deal with any Cleric cantrip.",,,,,
cleric,core,Cleric,Core,8,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
cleric,life_domain,Cleric,Life Domain,17,Supreme Healing,"Passive; when you would roll dice to restore HP with a spell or Channel Divinity, you instead use the maximum value for each healing die (no rolling).",,,,,
cleric,life_domain,Cleric,Life Domain,3,Disciple of Life,"Passive; when a spell you cast using a spell slot restores HP to a creature, that creature regains extra HP on the same turn equal to 2 + the spell slot’s level.",,,,,
cleric,life_domain,Cleric,Life Domain,3,Life Domain Spells,"Always prepared once you reach the listed Cleric level: 3—Bless, Cure Wounds; 5—Lesser Restoration, Spiritual Weapon; 7—Beacon of Hope, Revivify; 9—Death Ward, Guardian of Faith.",bless|cure_wounds|lesser_restoration|spiritual_weapon|beacon_of_hope|revivify|death_ward|guardian_of_faith,,,,
cleric,life_domain,Cleric,Life Domain,3,Preserve Life,Magic Action; expend 1 use of Channel Divinity; choose any number of Bloodied creatures within 30 ft (can include you). You have a healing pool equal to 5 × your Cleric level; divide those HP among the chosen creatures. A creature can’t be healed by this feature above half its HP maximum.,,,,,
cleric,life_domain,Cleric,Life Domain,6,Blessed Healer,"Passive; immediately after you cast a spell using a spell slot that restores HP to one or more creatures other than you, you regain HP equal to 2 + the spell slot’s level.",,,,,
cleric,light_domain,Cleric,Light Domain,17,Corona of Light,"Magic action; self; lasts 1 minute or until you dismiss it (no action). Bright light 60 ft, dim light 30 ft beyond. Hostile creatures in the bright light have Disadvantage on saving throws against your spells that deal Fire or Radiant damage. Uses: a number of times equal to your Wisdom modifier (minimum 1) per Long Rest.",,,,,
cleric,light_domain,Cleric,Light Domain,3,Light Domain Spells,"Always prepared once you reach the listed Cleric level: 3—Burning Hands, Faerie Fire; 5—Flaming Sphere, Scorching Ray; 7—Daylight, Fireball; 9—Guardian of Faith, Wall of Fire.",burning_hands|faerie_fire|flaming_sphere|scorching_ray|daylight|fireball|guardian_of_faith|wall_of_fire,,,,
cleric,light_domain,Cleric,Light Domain,3,Radiance of the Dawn,"Magic Action; expend 1 use of Channel Divinity; 30 ft emanation from you. Dispel magical darkness in the area. Each hostile creature of your choice in the area makes a Constitution saving throw against your spell save DC; on a fail it takes Radiant damage equal to 2d10 + your Cleric level, on a success it takes half damage (rounded down). Creatures behind total cover aren’t affected.",,,,,
cleric,light_domain,Cleric,Light Domain,3,Warding Flare,Reaction; trigger: a creature you can see within 30 ft makes an attack roll. Effect: impose Disadvantage on that attack roll. Uses: a number of times equal to your Wisdom modifier (minimum 1) per Long Rest.,,,,,
cleric,light_domain,Cleric,Light Domain,6,Improved Warding Flare,"Passive; when you use Warding Flare, you can target an attack roll made against you or a creature within 30 ft that you can see. (Same Reaction, same uses.)",,,,,
cleric,trickery_domain,Cleric,Trickery Domain,17,Improved Duplicity,"Passive; upgrade to Invoke Duplicity: Shared Distraction—when you and your allies make attack rolls against a creature within 5 ft of the illusion, those attack rolls have Advantage. Healing Illusion—when the illusion ends, you or one creature of your choice within 5 ft of it regains HP equal to your Cleric level.",,,,,
cleric,trickery_domain,Cleric,Trickery Domain,3,Blessing of the Trickster,Magic Action; choose yourself or one willing creature within 30 ft. Target gains Advantage on Dexterity (Stealth) checks. Duration: until you finish a Long Rest or you use this feature again.,,,,,
cleric,trickery_domain,Cleric,Trickery Domain,3,Invoke Duplicity,"Bonus Action; expend 1 use of Channel Divinity; create an intangible visual illusion of yourself in an unoccupied space you can see within 30 ft. Duration: 1 minute; ends early if you dismiss it (no action) or you become Incapacitated. While it lasts: (1) Cast Spells—you can cast spells as though you were in the illusion’s space; (2) Distract—if both you and the illusion are within 5 ft of a creature that can see the illusion, you have Advantage on attack rolls against that creature; (3) Move—Bonus Action to move the illusion up to 30 ft to a space you can see within 120 ft of you.",,,,,
cleric,trickery_domain,Cleric,Trickery Domain,3,Trickery Domain Spells,"Always prepared once you reach the listed Cleric level: 3—Charm Person, Disguise Self; 5—Mirror Image, Pass without Trace; 7—Blink, Dispel Magic; 9—Dimension Door, Polymorph.",charm_person|disguise_self|mirror_image|pass_without_trace|blink|dispel_magic|dimension_door|polymorph,,,,
cleric,trickery_domain,Cleric,Trickery Domain,6,Trickster’s Transposition,"Passive; whenever you take the Bonus Action to create or move your Invoke Duplicity illusion, you can also teleport, swapping places with the illusion.",,,,,
cleric,war_domain,Cleric,War Domain,17,Avatar of Battle,"You gain Resistance to Bludgeoning, Piercing, and Slashing damage.",,,,,
cleric,war_domain,Cleric,War Domain,3,Guided Strike,"When you or a creature within 30 ft misses with an attack roll, you can expend 1 use of Channel Divinity to give that roll a +10 bonus, potentially turning it into a hit. If you use this feature to benefit another creature’s attack roll, you must use your Reaction.",,,,,
cleric,war_domain,Cleric,War Domain,3,War Domain Spells,"Always prepared once you reach the listed Cleric level: 3—Guiding Bolt, Magic Weapon, Shield of Faith, Spiritual Weapon; 5—Crusader’s Mantle, Spirit Guardians; 7—Fire Shield, Freedom of Movement; 9—Hold Monster, Steel Wind Strike.",guiding_bolt|magic_weapon|shield_of_faith|spiritual_weapon|crusaders_mantle|spirit_guardians|fire_shield|freedom_of_movement|hold_monster|steel_wind_strike,,,,
cleric,war_domain,Cleric,War Domain,3,War Priest,Bonus Action; make one weapon attack or one Unarmed Strike. Uses: a number of times equal to your Wisdom modifier (minimum 1). Regain all uses when you finish a Short or Long Rest.,,,,,
cleric,war_domain,Cleric,War Domain,6,War God’s Blessing,"You can expend 1 use of Channel Divinity to cast Shield of Faith or Spiritual Weapon without expending a spell slot. When cast this way, the spell doesn’t require Concentration and instead lasts 1 minute; it ends early if you cast that spell again, if you have the Incapacitated condition, or if you die.",,,,,
druid,circle_of_the_land,Druid,Circle of the Land,10,Nature’s Ward,"Passive; you are immune to the Poisoned condition. Also, you gain Resistance based on your current land type: Arid—Fire; Polar—Cold; Temperate—Lightning; Tropical—Poison.",,,,,
